,post_username,post_ID,post_comment,message_ID,sentiment,DatetimeSG,Hour,Dayofweek,wordcount,mean,vNegTerms,negTerms,posTerms,vPosTerms
1654,Adeline Neo,1.02E+16,1 per redemption is just limiting your business.,2810,,5/30/2017 8:15,8,2,8,0,0,0,0,0
1655,Chin Tan,3.23E+14,Mjay,2808,,5/30/2017 5:17,5,2,1,0,0,0,0,0
1656,Wendy Wendy,2.33E+14,Good,2809,,5/30/2017 5:27,5,2,1,3,0,0,1,0
1657,Joelle GibsonSoon,1.02E+16,Code not working,2817,,5/31/2017 18:58,18,3,3,0,0,0,0,0
1658,Dawn Lim,1.71E+15,So,2807,,5/30/2017 3:32,3,2,1,0,0,0,0,0
1659,Anh Ho,1.02E+16,"Hi Grab, I took the Justgrab at 00:17am today nonpromotion code but I did not get any redeem unlocked for this.",2779,,6/4/2017 14:24,14,0,21,0,0,0,0,0
1660,Why Not Deals Singapore,9.53E+14,This Promo Code has been featured at https://www.whynotdeals.com/deals/grabsingapore5off2ndjustgrabridejg5promocode29may4jun2017/,2757,,5/29/2017 7:46,7,1,8,0,0,0,0,0
1661,Stella Tam,1.02E+16,i hope they dun give limited redemptions daily..jus give every rider a chance to redeem daily once or twice..,2756,,5/29/2017 6:08,6,1,19,1,0,1,2,0
1662,Juyyo,1.64E+15,This Promo Code have been Featured on https://www.juyyo.com/promo/t7eXZmR/grab5off2ndjustgrabridepromocode,2774,,5/29/2017 18:54,18,1,8,0,0,0,0,0
1663,Dawn Lim,1.71E+15,Sometimes After This Take 1 Mon 6 12 4 From i why not $xxx Cannot I p What's JG5,2760,,5/29/2017 15:56,15,1,19,0,0,0,0,0
1664,Alenzo Gill,9.67E+14,,2761,,5/29/2017 18:23,18,1,1,0,0,0,0,0
1665,Jakob Siama,3.02E+14,U nau om khom ho ni mo.,2777,,5/29/2017 22:43,22,1,7,0,0,0,0,0
1666,Man Masak Wth Iman,1.29E+15,"Gd for riders,bad for drivers.",2775,,5/29/2017 19:09,19,1,5,0,0,0,0,0
1667,Feros Shah,1.02E+16,,2773,,5/29/2017 18:30,18,1,1,0,0,0,0,0
1668,Feros Shah,1.02E+16,,2772,,5/29/2017 18:30,18,1,1,0,0,0,0,0
1669,Feros Shah,1.02E+16,,2771,,5/29/2017 18:30,18,1,1,0,0,0,0,0
1670,Feros Shah,1.02E+16,,2770,,5/29/2017 18:30,18,1,1,0,0,0,0,0
1671,Feros Shah,1.02E+16,,2769,,5/29/2017 18:29,18,1,1,0,0,0,0,0
1672,Feros Shah,1.02E+16,,2768,,5/29/2017 18:29,18,1,1,0,0,0,0,0
1673,Feros Shah,1.02E+16,,2767,,5/29/2017 18:29,18,1,1,0,0,0,0,0
1674,Feros Shah,1.02E+16,,2766,,5/29/2017 18:28,18,1,1,0,0,0,0,0
1675,Feros Shah,1.02E+16,,2765,,5/29/2017 18:28,18,1,1,0,0,0,0,0
1676,Feros Shah,1.02E+16,,2764,,5/29/2017 18:28,18,1,1,0,0,0,0,0
1677,Feros Shah,1.02E+16,,2763,,5/29/2017 18:28,18,1,1,0,0,0,0,0
1678,Feros Shah,1.02E+16,,2762,,5/29/2017 18:28,18,1,1,0,0,0,0,0
1679,Mervyn Jui Meng Tan,1.14E+15,What's the max daily redemptions please?,2759,,5/29/2017 10:37,10,1,6,1,0,0,1,0
1680,Berenice Choong,1.02E+16,JG5,2758,,5/29/2017 8:21,8,1,1,0,0,0,0,0
1681,Mui Eng Loh,5.26E+14,Rusure,2778,,5/29/2017 22:48,22,1,1,0,0,0,0,0
1682,Winson Ho,1.90E+15,,2780,,6/5/2017 0:52,0,1,1,0,0,0,0,0
1683,Pei Ru Chee,2.03E+15,the Promo from $5 to $4 & this week become $3 ..,2776,,5/29/2017 20:03,20,1,12,0,0,0,0,0
1684,Alenzo Gill,9.67E+14,,2800,,5/28/2017 12:04,12,0,1,0,0,0,0,0
1685,Elias Ali,1.02E+16,Thank you,2801,,5/29/2017 14:32,14,1,2,2,0,0,1,0
1686,Mehmet Gler,6.48E+14,Thank U :) From Turkey :),2799,positive,5/27/2017 23:31,23,6,6,2,0,0,1,0
1687,Grab,2.30E+14,"Hi, we are experiencing some technical difficulties with our app and it had affected some users. Our engineers are working at full steam to recover the app. Please be patient with us and try again later. Were sorry for the inconvenience caused.",2796,neutral,5/31/2017 3:43,3,3,42,-0.75,0,3,1,0
1688,Sugih Susanto,1.02E+16,"Took a trip, and I have indicated 2 stops using this new feature, but driver still added a $5 surcharge on top of it once my trip ended. Wow.",2790,,5/28/2017 4:21,4,0,29,1.666666667,0,1,1,1
1689,Alex Ng,1.02E+16,"For drivers, is this recorded as 1 trip or 2 trips in the driver's app?",2797,,5/31/2017 4:26,4,3,15,0,0,0,0,0
1690,Casey Chan,1.86E+15,I booked JustGrab with an additional stop and the fixed fare shown was $5. After the ride I was charged $5. Meaning the driver charged $5 for the additional stop. I was under the impression I only had to pay the upfront fare because I added the additional stop in the booking.,2791,,5/28/2017 17:31,17,0,52,-0.5,0,3,0,0
1691,Alastair  Tan,1.02E+16,"I can no longer log into my grab account. Keep getting an ""activation failed"" message when the activation code is entered. Please fix it!",2788,,5/27/2017 19:44,19,6,24,-0.5,0,2,1,0
1692,Velvant Crimson,2.01E+15,Does this additional stop off destination add an additional $5... please advice... Joey Hoi,2792,,5/29/2017 16:55,16,1,14,0,0,1,1,0
1693,Scott Woodman,4.71E+14,will be good if more than 2 stops. 4 will be good,2782,,5/27/2017 2:12,2,6,12,1.666666667,0,1,2,0
1694,Marcel Edler,1.77E+15,It would be nice to enable it for 6seater Grab also ;),2781,,5/27/2017 2:10,2,6,12,4,0,0,0,1
1695,Chervin Sandy,1.09E+15,Grab..it takes 2 hands to claps...riders have their promo..what about drivers?incentives are from bad to worst...driving 16  18hrs and give up family times just to earn peanuts out from your incentives...and now you cut even more....sad to say....you all are just crab...,2793,,5/30/2017 20:59,20,2,42,-2.333333333,0,2,0,0
1696,Anitta Babyanna Shayne Menon,1.02E+16,Is your app down? I can't book anything,2794,,5/31/2017 3:35,3,3,8,0,0,0,0,0
1697,Alenzo Gill,9.67E+14,,2787,,5/27/2017 7:34,7,6,1,0,0,0,0,0
1698,Johnson Ng,1.02E+16,Same here Seems the app is down,2795,,5/31/2017 3:41,3,3,7,0,0,0,0,0
1699,Themis Lai,1.70E+15,Where to enter this option?,2784,,5/27/2017 2:41,2,6,5,0,0,0,0,0
1700,WanYi Koh,1.02E+16,Matthew yay!,2789,,5/27/2017 20:40,20,6,2,4,0,0,0,1
1701,Jananii Vanga,1.02E+16,Tangy Goh so cute,2786,,5/27/2017 3:59,3,6,4,2,0,0,1,0
1702,Aaron Gan,1.02E+16,Andrew Joshua Koh thoughts?,2798,,5/31/2017 7:56,7,3,4,0,0,0,0,0
1703,Tay BiBi,1.02E+16,YuQi Koh,2785,,5/27/2017 3:13,3,6,2,0,0,0,0,0
1704,Hazel Tan,1.02E+16,Rick Tan,2783,,5/27/2017 2:14,2,6,2,0,0,0,0,0
1705,Terence Charles Darby,1.53E+15,"Until grab removes its conditional offer of using non cash payment to recv their promo, I'll not use grab svcs. Why would I when Uber accepts cash payment even on their promo?",2737,,5/25/2017 3:44,3,4,32,1,0,1,1,0
1706,Shaun Lee,1.02E+16,"Why extend the hours if the redemptions are still limited? Usually by evening rush hour all have been redeemed! Perhaps a better PR stunt would be to lift the ""limited?""",2735,,5/25/2017 3:34,3,4,30,1,0,2,3,0
1707,Yoon Hee,1.02E+16,Why didn't u send us the notifications earlier?? I was using a grab service this morning and my grab acct didn't get an updated notification of this promo :( I know for sure because I was scrolling through the promo codes in my app,2752,negative,5/27/2017 6:56,6,6,44,0,0,0,0,0
1708,Anisa Suksaengpleng,1.02E+16,"Grab  Hi. I sent an email on 01 May 2017 on an erroneous charge and did not receive a reply til date. I have sent a chaser today, 24 May 2017.  Request ref: 16689223 Mode: Grabhitch Licence no: SKU4102Y  On 27 April 2017, I made a grabhitch booking which the driver accepted, but subsequently sms to tell me that he could not make it. I then told him to cancel the booking on HIS end since he was the one who could not adhere to the booking. He did not, but the ride did not take place.  On 01 May 2017, I received an email notification informing me that the ride in question was completed and I was charged for the ride. I immediately emailed Grab with the relevant screenshots to inform that no, the ride did not take place and that I should not be charged for it, and requested a refund.  Til now, no reply.  Would appreciate a reply and a refund as soon as possible.  Thanks.",2743,,5/25/2017 8:31,8,4,169,0,0,5,3,0
1709,Bowie Tan,1.02E+16,Grab the apps still shows 105pm only... really till midnight? Apps needs to be updated else it will not accept the Promo code. Tks,2731,,5/25/2017 2:07,2,4,24,1,0,0,1,0
1710,Jia Xi,1.02E+16,"Why i use grab4 promo it say "" enjoy the promo "" which i can use so i book then no promo? Lik auto remove after i book? What is this? Is ok $4 off only i just give u.",2746,,5/25/2017 17:00,17,4,40,2,0,1,1,0
1711,Emms Lia,3.55E+14,"Always screenshot your fares for evidence.  Ard 1pm,I booked a Grabshare ride that should have cost 13 without a promo code. Therefore the fare shd be $9 after Grab4 was applied. However, I was charged 13 subsequently after the discount, which meant that the pre discount fare had surged to 17.  I am shocked at the deceptiveness. I test checked twice two hours apart after that and the pre promo code price is indeed 13 not 17. I emailed Grab Support, sending them screenshots at various times of the day to show that Grabshare fares were 1213. But they were adamant that I had seen wrongly and that there somehow was a surge at 1pm, and not 1.30pm and 3pm.  They said that the only evidence would be screenshots of the exact trip, so pls make sure you do.",2754,,5/29/2017 3:13,3,1,139,0.5,0,1,2,0
1712,Why Not Deals Singapore,9.53E+14,This Extended Promotion has been featured at https://www.whynotdeals.com/deals/grabsingapore4offgrabrides10am5pmgrab4promocode2228may2017/,2742,,5/25/2017 7:48,7,4,8,0,0,0,0,0
1713,Aung Myo Myint,1.02E+16,"Nowadays, why Grab is more expensive than Uber in every journey?",2739,,5/25/2017 5:21,5,4,11,0,0,0,0,0
1714,Terence Charles Darby,1.53E+15,I hv the similar promo from uber but without the need to supply my credit card details that grab requires.,2736,,5/25/2017 3:43,3,4,20,0,0,0,0,0
1715,Nish Ronaldo,1.02E+16,"I just claimed the offer, it was a free ride  thank you grab!",2740,,5/25/2017 5:40,5,4,13,1.666666667,0,0,2,0
1716,Jeannie Teng,1.02E+16,12pm already  no more can never get this promo at all. Darm  sickening,2733,,5/25/2017 2:28,2,4,13,0,0,1,0,0
1717,Sanah Sareen,1.02E+16,Yash Shah do you not just miss this? 0 points for you ,2750,,5/26/2017 4:44,4,5,13,-2,0,1,0,0
1718,Tan Yan Zhen,1.56E+15,Amaryllis Ong we can grab home from boss's house for free/$1,2751,,5/26/2017 17:52,17,5,11,1.5,0,0,1,0
1719,Dawn Lim,1.71E+15,Until l'll Why Uber Why Usually PR 105 Tks Apps 12 Darm I Grabsharees Lol 7 Grab Avoid You Bravo,2738,,5/25/2017 4:41,4,4,20,1.333333333,0,1,1,0
1720,Hamizah Rdwn,1.52E+15,"Lol, before 7pm promo code already finish.",2732,,5/25/2017 2:15,2,4,7,2.5,0,0,1,0
1721,Alenzo Gill,9.67E+14,,2744,,5/25/2017 15:25,15,4,1,0,0,0,0,0
1722,Lim Hong Kai,1.02E+16,Never works for me wonder why,2748,,5/25/2017 20:52,20,4,6,0,0,0,0,0
1723,Liong Jessie,1.02E+16,Y 10am? Not 7am,2741,,5/25/2017 6:28,6,4,4,0,0,0,0,0
1724,Mardiana Idrus,1.02E+16,Jufri Ramli I shall grab! Hehehehe!,2745,,5/25/2017 16:01,16,4,6,0,0,0,0,0
1725,Jac Lee,1.64E+15,Bravo,2734,,5/25/2017 2:36,2,4,1,0,0,0,0,0
1726,Natlie Tang,1.02E+16,Why this code doesn't work???,2755,,5/30/2017 1:29,1,2,5,0,0,0,0,0
1727,Wilma Gapasin,1.76E+15,How to booking grab,2747,,5/25/2017 17:54,17,4,4,0,0,0,0,0
1728,Jireh Varent,1.02E+16,Cant use grab credits?,2753,,5/27/2017 22:38,22,6,4,0,0,0,0,0
1729,Huat Arone,1.02E+16,Use grabhitch cheaper ,2749,,5/26/2017 4:00,4,5,4,0,0,0,0,0
1730,Grace Ng,1.02E+16,How retarded can the system be? I entered the promo code but booking was cancelled by the driver and when I rebook a new trip the promo code cannot be used. I called in and the CS said try again 15 mins later because i just used the promo code. So i gotta linger around the streets for another 15 mins because of the stupid system when i have already waited for more than 15 mins just to get a cancelled booking!,2725,,5/26/2017 4:46,4,5,82,-1.6,0,5,0,0
1731,Emms Lia,3.55E+14,"Always screenshot your fares for evidence.  Ard 1pm,I booked a Grabshare ride that should have cost 13 without a promo code. Therefore the fare shd be $9 after Grab4 was applied. However, I was charged 13 subsequently after the discount, which meant that the pre discount fare had surged to 17.  I am shocked at the deceptiveness. I test checked twice two hours apart after that and the pre promo code price is indeed 13 not 17. I emailed Grab Support, sending them screenshots at various times of the day to show that Grabshare fares were 1213. But they were adamant that I had seen wrongly and that there somehow was a surge at 1pm, and not 1.30pm and 3pm.  They said that the only evidence would be screenshots of the exact trip, so pls make sure you do.",2728,,5/29/2017 3:14,3,1,139,0.5,0,1,2,0
1732,Shawn Gwee,1.02E+16,"Anyone ever encounter grab hitch login issues? Stated Registration fail. Tried all ways like link to FB, Google also can't access.Had sent email n highlighted this issue but for 2 months unable to resolve nor any solution from Grab Supports.",2730,,6/13/2017 7:31,7,2,40,0.6,0,1,3,0
1733,Edwin Sieng,1.02E+16,Ronald Setiawan i thought how come he look so much like u loooool,2729,,6/5/2017 3:51,3,1,13,0,0,0,0,0
1734,Alenzo Gill,9.67E+14,,2724,,5/25/2017 15:26,15,4,1,0,0,0,0,0
1735,Yang Berbahagia Maohaid Faizal,1.02E+16,Lol i saw $35 Hitch Booking,2726,,5/26/2017 23:32,23,5,6,2.5,0,0,1,0
1736,Henry Shen,1.49E+14,Why can't I book grabhitch? The lady on grab says that I hv to register on FB. How do I do it?,2727,,5/28/2017 4:05,4,0,22,0,0,0,0,0
1737,Simon Woo,9.67E+14,Hi Celine Heng Well done your daughter is pretty n u also as beautiful as before daughter like mother ,2717,,5/25/2017 0:46,0,4,20,1.5,0,0,3,0
1738,Alenzo Gill,9.67E+14,,2716,,5/24/2017 11:40,11,3,1,0,0,0,0,0
1739,Celine Heng,1.96E+15,,2718,,5/25/2017 2:31,2,4,1,0,0,0,0,0
1740,James Wong,1.02E+16,Time flies!,2719,,5/25/2017 3:47,3,4,2,0,0,0,0,0
1741,Celine Heng,1.96E+15,Thanks!,2721,,5/25/2017 18:57,18,4,1,2,0,0,1,0
1742,Kar Chan Wan,1.22E+15,grabcar in penang is bitw ,2715,,5/24/2017 4:14,4,3,6,0,0,0,0,0
1743,Lily Teo,1.02E+16,congrats. nice picture.,2720,,5/25/2017 18:52,18,4,3,3,0,0,1,1
1744,Sandra Tan,1.02E+16,Congratulations Celine.,2723,,5/29/2017 17:53,17,1,2,2,0,0,1,0
1745,Zeus Ci En Zidane,1.76E+15,Megan Foo is that you,2722,,5/27/2017 7:07,7,6,5,0,0,0,0,0
1746,Scott Woodman,4.71E+14,Grab can i pay using credit when theres promo code? cos most of your promos are only for Grabpay.,2690,,5/23/2017 0:06,0,2,19,0,0,0,0,0
1747,Lynn Xiao,1.02E+16,I just topped up at 11am sharp. But it only reflected $100 instead of $10020%. Please assist.,2696,,5/23/2017 20:07,20,2,17,1.5,0,0,2,0
1748,Yan Wong,1.44E+15,I just top up $100 and didn't get the extra 20% credit either. I'd it fully redeemed already??,2699,,5/23/2017 21:11,21,2,18,2,0,0,2,0
1749,Roy Lucius,1.02E+16,"Hi I topped up  at 11.02am but didn't receive the extra credits. Please advise, can't get through your phone line as well",2697,,5/23/2017 20:47,20,2,22,1.5,0,0,2,0
1750,SO Yeos,1.02E+16,"Grab , why wasn't the Grab Premium promo code: MVIP send to riders notification aa I think it's great to take continental cars with $10 off",2693,,5/23/2017 10:31,10,2,26,3,0,0,1,0
1751,Wan Jin Lim,1.02E+16,Hi I top up at 11am but it didn't work too.,2694,,5/23/2017 20:05,20,2,11,2,0,0,1,0
1752,Manali Jain,1.02E+16,I dint get 20$ additional. Grab can you look into it?,2700,,5/23/2017 21:38,21,2,11,0,0,0,0,0
1753,Joshua Low,1.02E+16,As of 11:05AM already fully redeemed??,2695,,5/23/2017 20:06,20,2,6,2,0,0,1,0
1754,Forlan Quireoz,4.88E+14,how to withdraw credit instead?,2701,,5/23/2017 21:41,21,2,5,0,0,0,0,0
1755,Aileen Lim,1.02E+16,"I topped up $300 at 115pm and did not receive any bonus credit. Have called the cust Svc 2 times and they are still checking and can only revert in 23 days.   If it is a system cliche, can you pls fix it asap? Otherwise pls let me have the full refund of the $300 I topped up.",2703,,5/24/2017 3:23,3,3,58,2,0,0,2,0
1756,Roy Chow,1.02E+16,"This offer is open to all passengers on a firstcome, firstserved basis. Each passenger is eligible to 1 redemption if they topup at least $100 during 23 May (11am11pm), while redemptions lasts.  This FAQ answer is quite confusing. It is first come first served then with while stock lasts, without telling how many redemptions are given? So if later I go top up tomorrow and don't get any 20% then I were told fully redeemed? I LPPL la? ",2691,,5/23/2017 0:47,0,2,79,0.666666667,0,1,2,0
